\database\database_area.msbt
areaName_area01	{r[きょうわこく]}共和国{/r}
Enemy_StgLose_260	{r[まいにち]}毎日{/r}あまりにも{r[ひま]}暇{/r}すぎる{r[わ]}我{/r}が{r[たい]}隊{/r}は\n{r[み]}身{/r}を{r[かく]}隠{/r}す{r[くんれん]}訓練{/r}が{r[はや]}流行{/r}っているのだ…
Enemy_StgLose_261	ぐっ… こんなところで{r[たお]}倒{/r}れたら\nオニに{r[み]}見{/r}つかるではないか……
Enemy_StgLose_262	もっ、も～い～か～い…\nぐふッ…ダメだ…{r[おお]}大{/r}きい{r[こえ]}声{/r}が{r[で]}出{/r}ぬ…
Enemy_StgLose_263	あたしがスカッとしたいのに\nキミにスカッとされちゃうなんて…
Enemy_StgLose_264	{r[つよ]}強{/r}いねえ…キミとバトルをすると\nボクの{r[きんにく]}筋肉{/r}も{r[きょうめい]}共鳴{/r}するようだよ！！
Enemy_StgLose_265	のどかな{r[ふうけい]}風景{/r}と{r[あせ]}汗{/r}がしたたる{r[きんにく]}筋肉{/r}…\nみごとな{r[ちょうわ]}調和{/r}だと{r[おも]}思{/r}わないかね！？
Enemy_StgLose_266	ほこらの{r[ちょうさ]}調査{/r}もしないとだけど\n{r[きん]}筋{/r}トレを{r[ゆうせん]}優先{/r}しちゃうんだよね！！
Enemy_StgLose_267	ぐおっ…ただでさえ{r[きんにく]}筋肉{/r}が１{r[めい]}名{/r}\n{r[ゆくえふめい]}行方不明{/r}で{r[たいへん]}大変{/r}だというのに……
Enemy_StgLose_268	{r[わたし]}私{/r}はスシとマッチョを{r[きわ]}極{/r}め…\n……ん？ オ、オレはなにを……
Enemy_StgLose_269	なぜだムサシ… なぜ{r[われわれ]}我々{/r}を\n{r[たお]}倒{/r}してまで{r[すす]}進{/r}もうとする……
Enemy_StgLose_270	やんちゃなだけではないようだな…\nいいだろう、ここはゆずってやる
Enemy_StgLose_271	ギギ…カメレサツノ　チカラガ\nマケルナンテ…
Enemy_StgLose_272	ほう？　{r[みちが]}見違{/r}えるようなスシ{r[すじ]}筋{/r}…\nなにがあったのか{r[きょうみ]}興味{/r}がありますね
Enemy_StgLose_273	はう～ん…ひっど～い！！\nおねえさん{r[いた]}痛{/r}いのはキライよ？
Enemy_StgLose_274	なんだかチョ～{r[つよ]}強{/r}くないですか？\nムサシさん{r[ひとかわ]}一皮{/r}むけちゃいました？
Enemy_StgLose_275	{r[き]}聞{/r}いてないぞムサシ！\nいつの{r[ま]}間{/r}にこんなに{r[つよ]}強{/r}くなった！！
Enemy_StgLose_276	なっ…なぜ{r[ま]}負{/r}けた！？\nさっそく{r[はいいん]}敗因{/r}を{r[ぶんせき]}分析{/r}しなくては…！
Enemy_StgLose_277	オレ{r[さま]}様{/r}の{r[きんにく]}筋肉{/r}が{r[つう]}通{/r}じねえだと！？\nお{r[まえ]}前{/r}かなり{r[きた]}鍛{/r}えているじゃねえか…
Enemy_StgLose_278	ずいぶん{r[つよ]}強{/r}くなったじゃないか\nあんなにお{r[こさま]}子様{/r}だったってのにね
Enemy_StgLose_279	マ、マントガ　メクレテシマウ…\n{r[み]}見{/r}ルナ！　マントノ{r[なか]}中{/r}ヲ{r[み]}見{/r}ルナ…！
Enemy_StgLose_280	{r[か]}勝{/r}ったからなんだっていうの…？\n{r[せんそう]}戦争{/r}なんてなにも{r[う]}生{/r}まないのに…
Enemy_StgLose_281	ボクの{r[ま]}負{/r}け…？\nもっとスシが{r[た]}食{/r}べたいな…
Enemy_StgLose_282	むむっ？　{r[わたし]}私{/r}のヒラメ{r[きん]}筋{/r}が\nムサシくんに{r[ま]}負{/r}けただと…！？
Enemy_StgLose_283	スシライカーのムサシか…\n{r[い]}良{/r}い{r[め]}目{/r}をしているな。フッフッフ…
Enemy_StgLose_284	ワサビの{r[みりょく]}魅力{/r}に{r[き]}気{/r}づいて\n{r[おとな]}大人{/r}に{r[ちか]}近{/r}づいとるようじゃのう…！
Enemy_StgLose_285	{r[わか]}若{/r}き{r[ひ]}日{/r}のグロムさまを\nほうふつとさせるスシ{r[すじ]}筋{/r}…みごと…
Enemy_StgLose_286	バカな！　{r[ていこく]}帝国{/r}の{r[ひみつへいき]}秘密兵器{/r}が\nこうもあっさりとやぶられるとは…
Enemy_StgLose_287	ちょっといきなりなんなのよ！\nえっ…あなたもムサシって{r[なまえ]}名前{/r}！？
Enemy_StgLose_288	ムサシちゃんとはこの{r[まえ]}前{/r}も\nたたかった{r[き]}気{/r}がするけど{r[き]}気{/r}のせい？
Enemy_StgLose_289	ぐ…{r[かいほうせんせん]}解放戦線{/r}に{r[かえ]}返{/r}り{r[ざ]}咲{/r}くつもりが\nよもや{r[て]}手{/r}も{r[あし]}足{/r}も{r[で]}出{/r}ないとは……
Enemy_StgLose_290	ずいぶんと{r[つよ]}強{/r}くなったじゃねえか！\nスシも{r[だいじ]}大事{/r}だが{r[きんにく]}筋肉{/r}も{r[きた]}鍛{/r}えろよ！！
Enemy_StgLose_291	オーノー…こんなていたらくでは\nおじょうさまに{r[しか]}叱{/r}られてしまう……
Enemy_StgLose_292	ちょっと{r[ま]}待{/r}って{r[ま]}待{/r}ってえええ！！\n{r[さら]}皿{/r}をそんなに{r[な]}投{/r}げてズルいぞ！！
Enemy_StgLose_293	さすがはオレの{r[こ]}子{/r}だ\nスシ{r[すじ]}筋{/r}にいっさいの{r[まよ]}迷{/r}いが{r[な]}無{/r}い
Enemy_StgLose_294	グギギ…　{r[な]}投{/r}ゲラレタ{r[さら]}皿{/r}デ\n{r[かめん]}仮面{/r}ガ　{r[わ]}割{/r}レルカト　{r[おも]}思{/r}ッタゾ…
Enemy_StgLose_295	ワサビも{r[た]}食{/r}べられんこわっぱだと\n{r[しょうしょう]}少々{/r}あなどっていたようじゃな…
Enemy_StgLose_296	ガトアリでした～♪\nムサシさん、キレがグンバツっす♪
Enemy_StgLose_297	おっとっと…{r[むないた]}胸板{/r}が{r[あつ]}厚{/r}すぎて\n{r[てもと]}手元{/r}が{r[み]}見{/r}えなかったぜ…！
Enemy_StgLose_298	{r[あか]}赤{/r}いスシでアタイにたてついて\n{r[いや]}嫌{/r}がらせのつもりかいっ…！
Enemy_StgLose_299	{r[じつりょく]}実力{/r}はたしかなようね…\nあなたの{r[すす]}進{/r}む{r[さき]}先{/r}…{r[み]}見{/r}せてもらうわ…
Enemy_StgLose_300	{r[わたし]}私{/r}を{r[おこ]}怒{/r}らせてしまったようだな…\nグロムさまに{r[しゅつじんねが]}出陣願{/r}わねば…
Enemy_StgLose_301	お{r[さら]}皿{/r}じゃなくてスシを{r[な]}投{/r}げてよ\nもっとスシを{r[た]}食{/r}べたいんだから…
Enemy_StgLose_302	いきなりなんなんだ！\nえっ…お{r[まえ]}前{/r}もムサシって{r[なまえ]}名前{/r}！？
Enemy_StgLose_C_001	くっ…{r[しま]}島{/r}のスシガミたちが\nまさかムサシの{r[みかた]}味方{/r}をするとは…
Enemy_StgLose_C_002	なんなんだ、この{r[しま]}島{/r}のスシガミは…\nネタをだっこしている…だと…
Enemy_StgLose_C_003	ネタをだっこするスシガミ…\n{r[なづ]}名付{/r}けて、ネタガミ…でどうだ！
Enemy_StgLose_C_004	なぜネタをだっこしているんだ…！\n{r[き]}気{/r}になってバトルに{r[しゅうちゅう]}集中{/r}できん…
Enemy_StgLose_C_005	クッ…コノママ{r[すす]}進{/r}マレルト　{r[おく]}奥{/r}ノ\n{r[ほこら]}祠{/r}ニイルトイウ　スシガミガ…
Enemy_StgLose_C_006	な…なぜそのスシガミはネタを\nずっとだっこし{r[つづ]}続{/r}けているのだ…
Enemy_StgLose_C_007	そのスシガミ…よく{r[み]}見{/r}ると\nぷるぷる{r[ふる]}震{/r}えている…？
Enemy_StgLose_C_008	なぜそのスシガミはマッチョの\n{r[わたし]}私{/r}ではなくキミを{r[えら]}選{/r}んだのだ…！？
Enemy_StgLose_C_009	そのキュートなスシガミたち、\nマッチョな{r[わたし]}私{/r}を{r[けいかい]}警戒{/r}している…？
Enemy_StgLose_C_010	{r[しま]}島{/r}ノ{r[おく]}奥{/r}ノ　{r[ほこら]}祠{/r}ニダケハ…\n{r[ちか]}近{/r}ヅカセル　ワケニハ…
Enemy_StgLose_C_011	この{r[しま]}島{/r}のスシガミ{r[ちょう]}超{/r}かわいい～♪\nもうバトルとかどうでもいいし～
Enemy_StgLose_C_012	スシガミかわいい～！ネタよりも\nおねえさんをだっこして～♪
Enemy_StgLose_C_013	え～ん…！こんなラブリーな\nスシガミを{r[こうげき]}攻撃{/r}するなんてムリ～！
Enemy_StgLose_C_014	やだっ！スシガミの！プリティな！\n{r[すがた]}姿{/r}に！{r[こころ]}心{/r}が！{r[みだ]}乱{/r}されちゃう…っ！
Enemy_StgLose_C_015	グウッ…　{r[おく]}奥{/r}ニアル　{r[ほこら]}祠{/r}ニハ\nナントシテモ　{r[ていこく]}帝国{/r}ガ　{r[さき]}先{/r}ニ…
Enemy_StgLose_C_016	ぐうう…。あの{r[あい]}愛{/r}らしいスシガミと\n{r[たたか]}戦{/r}うなんて…オレには…できねえ…
Enemy_StgLose_C_017	そのスシガミ…のんびり{r[や]}屋{/r}に{r[み]}見{/r}えて\nバトルであれほど{r[すばや]}素早{/r}く{r[うご]}動{/r}くとは…
Enemy_StgLose_C_018	ここのスシガミたちを{r[み]}見{/r}ていると\nなにかをだっこしたくなってくる…
Enemy_StgLose_C_019	ムサシめ…{r[みち]}未知{/r}のスシガミとすら\n{r[こころ]}心{/r}を{r[つう]}通{/r}じ{r[あ]}合{/r}わせてしまうとは…
Enemy_StgLose_C_020	ソンナ…　{r[われわれ]}我々{/r}ノ　{r[ひがん]}悲願{/r}デモアル\n{r[ゆめ]}夢{/r}ノ{r[けいかく]}計画{/r}ガ　コンナトコロデ…
Enemy_StgLose_C_021	な…なぜ、ムサシとスシガミたちは\nそこまで{r[つう]}通{/r}じ{r[あ]}合{/r}っているんだ…！？
Enemy_StgLose_C_022	スシガミたちよ…{r[ていこく]}帝国{/r}に{r[き]}来{/r}たら\nネタをたくさんだっこできるぞ…！
Enemy_StgLose_C_023	ネタはおんぶじゃダメなのか！？\nだっこのほうが{r[つか]}疲{/r}れそうだぞ…
Enemy_StgLose_C_024	{r[す]}好{/r}きなものはぎゅっと{r[だ]}抱{/r}きしめたく\nなるよな！わかるぞスシガミたちよ
Enemy_StgLose_C_025	…くそっ！この{r[しま]}島{/r}の{r[しょうあく]}掌握{/r}は\n{r[ふかのう]}不可能{/r}と{r[はんだん]}判断{/r}！{r[そういんてったい]}総員撤退{/r}だッ…！
EnemyTitle_001	偵察隊・新人
EnemyTitle_002	偵察隊・指導係
EnemyTitle_003	宿命のライバル？
EnemyTitle_004	強行偵察隊・新人
EnemyTitle_005	強行偵察隊・新人
EnemyTitle_006	強行偵察隊・新人
EnemyTitle_007	強行偵察隊・指導係
EnemyTitle_008	スシ解放戦線リーダー
EnemyTitle_009	戦闘第１０１小隊
EnemyTitle_010	戦闘第１０１小隊
EnemyTitle_011	戦闘第１０１小隊
EnemyTitle_012	戦闘第１０１小隊
EnemyTitle_013	宿命のライバル？？
EnemyTitle_014	アブリコス精鋭第１小隊
EnemyTitle_015	アブリコス精鋭第１小隊
EnemyTitle_016	アブリコス精鋭第１小隊
EnemyTitle_017	アブリコス精鋭第１小隊
EnemyTitle_018	宿命のライバル？？？
EnemyTitle_019	拠点防衛隊
EnemyTitle_020	少女戦士
EnemyTitle_021	国境警備小隊
EnemyTitle_022	国境警備小隊
EnemyTitle_023	国境警備小隊
EnemyTitle_024	国境警備小隊
EnemyTitle_025	少女戦士
EnemyTitle_026	アブリコス精鋭第２小隊
EnemyTitle_027	アブリコス精鋭第２小隊
EnemyTitle_028	アブリコス精鋭第２小隊
EnemyTitle_029	アブリコス精鋭第２小隊
EnemyTitle_030	少女戦士
EnemyTitle_031	ワイルデストスシライカー
EnemyTitle_032	戦闘第４０２小隊
EnemyTitle_033	戦闘第４０２小隊
EnemyTitle_034	戦闘第４０２小隊
EnemyTitle_035	戦闘第４０２小隊
EnemyTitle_036	謎のスシライカー？
EnemyTitle_037	バンブーク精鋭第１小隊
EnemyTitle_038	バンブーク精鋭第１小隊
EnemyTitle_039	バンブーク精鋭第１小隊
EnemyTitle_040	バンブーク精鋭第１小隊
EnemyTitle_041	帰ってきたライバル？
EnemyTitle_042	戦闘第４０３小隊
EnemyTitle_043	戦闘第４０３小隊
EnemyTitle_044	戦闘第４０３小隊
EnemyTitle_045	戦闘第４０３小隊
EnemyTitle_046	謎のスシライカー？
EnemyTitle_047	バンブーク精鋭第２小隊
EnemyTitle_048	バンブーク精鋭第２小隊
EnemyTitle_049	バンブーク精鋭第２小隊
EnemyTitle_050	バンブーク精鋭第２小隊
EnemyTitle_051	帰ってきたライバル？？
EnemyTitle_052	ワサビひとすじ六十年
EnemyTitle_053	戦闘第５０４小隊
EnemyTitle_054	戦闘第５０４小隊
EnemyTitle_055	戦闘第５０４小隊
EnemyTitle_056	戦闘第５０４小隊
EnemyTitle_057	超謎のスシライカー？
EnemyTitle_058	グロム精鋭第１小隊
EnemyTitle_059	グロム精鋭第１小隊
EnemyTitle_060	グロム精鋭第１小隊
EnemyTitle_061	グロム精鋭第１小隊
EnemyTitle_062	超ひみつ兵器
EnemyTitle_063	戦闘第５０５小隊
EnemyTitle_064	戦闘第５０５小隊
EnemyTitle_065	戦闘第５０５小隊
EnemyTitle_066	戦闘第５０５小隊
EnemyTitle_067	超ひみつ兵器
EnemyTitle_068	グロム精鋭第２小隊
EnemyTitle_069	グロム精鋭第２小隊
EnemyTitle_070	グロム精鋭第２小隊
EnemyTitle_071	グロム精鋭第２小隊
EnemyTitle_072	雷鳴のスシライカー
EnemyTitle_073	邪道食いマスター
EnemyTitle_074	戦闘第６０７小隊
EnemyTitle_075	戦闘第６０７小隊
EnemyTitle_076	戦闘第６０７小隊
EnemyTitle_077	戦闘第６０７小隊
EnemyTitle_078	深まる謎のスシライカー
EnemyTitle_079	ソスナ精鋭第１小隊
EnemyTitle_080	ソスナ精鋭第１小隊
EnemyTitle_081	ソスナ精鋭第１小隊
EnemyTitle_082	ソスナ精鋭第１小隊
EnemyTitle_083	再び帰ってきたライバル？
EnemyTitle_084	戦闘第６０８小隊
EnemyTitle_085	戦闘第６０８小隊
EnemyTitle_086	戦闘第６０８小隊
EnemyTitle_087	戦闘第６０８小隊
EnemyTitle_088	深まる謎のスシライカー
EnemyTitle_089	ソスナ精鋭第２小隊
EnemyTitle_090	ソスナ精鋭第２小隊
EnemyTitle_091	ソスナ精鋭第２小隊
EnemyTitle_092	ソスナ精鋭第２小隊
EnemyTitle_093	再び帰ってきたライバル？？
EnemyTitle_094	愛とスシのハンター
EnemyTitle_095	さいはて守備隊
EnemyTitle_096	さいはて守備隊
EnemyTitle_097	さいはて守備隊
EnemyTitle_098	さいはて守備隊
EnemyTitle_099	さいはて守備隊・新人
EnemyTitle_100	アブリコス精鋭第１小隊
EnemyTitle_101	アブリコス精鋭第１小隊
EnemyTitle_102	アブリコス精鋭第１小隊
EnemyTitle_103	アブリコス精鋭第１小隊
EnemyTitle_104	元司令官
EnemyTitle_105	あきらめない鉄の意志？
EnemyTitle_106	アブリコス精鋭第２小隊
EnemyTitle_107	アブリコス精鋭第２小隊
EnemyTitle_108	アブリコス精鋭第２小隊
EnemyTitle_109	アブリコス精鋭第２小隊
EnemyTitle_110	特別訓練棟警備隊
EnemyTitle_111	デンジャラススシライカー
EnemyTitle_112	戦闘第８０９小隊
EnemyTitle_113	戦闘第８０９小隊
EnemyTitle_114	戦闘第８０９小隊
EnemyTitle_115	戦闘第８０９小隊
EnemyTitle_116	深まる謎のスシライカー
EnemyTitle_117	グロム精鋭第３小隊
EnemyTitle_118	グロム精鋭第３小隊
EnemyTitle_119	グロム精鋭第３小隊
EnemyTitle_120	グロム精鋭第３小隊
EnemyTitle_121	超ひみつ兵器
EnemyTitle_122	戦闘第８１０小隊
EnemyTitle_123	戦闘第８１０小隊
EnemyTitle_124	戦闘第８１０小隊
EnemyTitle_125	戦闘第８１０小隊
EnemyTitle_126	グロム精鋭第４小隊
EnemyTitle_127	グロム精鋭第４小隊
EnemyTitle_128	グロム精鋭第４小隊
EnemyTitle_129	グロム精鋭第４小隊
EnemyTitle_130	超ひみつ兵器
EnemyTitle_131	雷鳴のスシライカー
EnemyTitle_132	皇帝親衛隊第１小隊
EnemyTitle_133	皇帝親衛隊第１小隊
EnemyTitle_134	皇帝親衛隊第１小隊
EnemyTitle_135	皇帝親衛隊第１小隊
EnemyTitle_136	深まる謎のスシライカー
EnemyTitle_137	皇帝親衛隊第２小隊
EnemyTitle_138	皇帝親衛隊第２小隊
EnemyTitle_139	皇帝親衛隊第２小隊
EnemyTitle_140	皇帝親衛隊第２小隊
EnemyTitle_141	皇帝親衛隊
EnemyTitle_142	皇帝親衛隊
EnemyTitle_143	皇帝親衛隊
EnemyTitle_144	皇帝親衛隊
EnemyTitle_145	すべてを食らいつくす者
EnemyTitle_146	終わらない悪夢のスシライカー
EnemyTitle_221	スシ補完計画実行部隊
EnemyTitle_222	スシ補完計画実行部隊
EnemyTitle_223	スシ補完計画実行部隊
EnemyTitle_224	スシ補完計画実行部隊
EnemyTitle_225	スシ補完計画実行部隊
EnemyTitle_226	スシ補完計画実行部隊
EnemyTitle_227	スシ補完計画実行部隊
EnemyTitle_228	スシ補完計画実行部隊
EnemyTitle_233	ソスナ精鋭第３小隊
EnemyTitle_234	ソスナ精鋭第３小隊
EnemyTitle_235	ソスナ精鋭第３小隊
EnemyTitle_236	ソスナ精鋭第３小隊
EnemyTitle_237	スシ補完計画実行部隊
EnemyTitle_238	スシ補完計画実行部隊
EnemyTitle_239	スシ補完計画実行部隊
EnemyTitle_240	スシ補完計画実行部隊
EnemyTitle_249	スシ補完計画実行部隊
EnemyTitle_250	スシ補完計画実行部隊
EnemyTitle_251	スシ補完計画実行部隊
EnemyTitle_252	スシ補完計画実行部隊
EnemyTitle_255	スシ補完計画実行部隊
EnemyTitle_256	スシ補完計画実行部隊
EnemyTitle_257	スシ補完計画実行部隊
EnemyTitle_258	スシ補完計画実行部隊
EnemyTitle_259	本土北方守備隊
EnemyTitle_260	本土北方守備隊
EnemyTitle_261	本土北方守備隊
EnemyTitle_262	本土北方守備隊
EnemyTitle_263	スシ補完計画実行部隊
EnemyTitle_264	忘れられた部隊
EnemyTitle_265	忘れられた部隊
EnemyTitle_266	忘れられた部隊
EnemyTitle_267	忘れられた部隊
EnemyTitle_268	求道のスシライカー
EnemyTitle_271	スシ補完計画実行部隊
EnemyTitle_197	戦闘第１０６小隊
EnemyTitle_198	戦闘第１０６小隊
EnemyTitle_199	戦闘第１０６小隊
EnemyTitle_200	戦闘第１０６小隊
EnemyTitle_201	特務隊兄弟戦士
EnemyTitle_202	特務隊兄弟戦士
EnemyTitle_203	特務隊第１小隊
EnemyTitle_204	特務隊第１小隊
EnemyTitle_205	特務隊第１小隊
EnemyTitle_206	特務隊第１小隊
EnemyTitle_253	スシ補完計画実行部隊
