\database\database_achieveInfo.msbt
AchieveName_001	Super Striker
CharaSerif_04_M	Whatever! Because of you, my six pack\nhas been going flat!
CharaSerif_05_M	{s[150]}Time to come off the bench!{s[100]}
\event\stageBeginM104.msbt
CharaSerif_00_M	Hmhmhm... So our paths cross again.\nIt must be fate.
CharaSerif_01_M	Good grief... Remind me who you are?
CharaSerif_01_F	Good grief... Remind me who you are?
CharaSerif_02_M	Forgotten so soon? We last met at the\nShrine Grove Base.
CharaSerif_03_M	Oh, right! You were the {c[ffcc2f]}{c[ffae00]}old{c[ffcc2f]} {c[000000]}commander!
CharaSerif_03_F	Oh, right! You were the {c[ffcc2f]}{c[ffae00]}old{c[ffcc2f]} {c[000000]}commander!
CharaSerif_04_M	Hey! Don't say "{c[ffae00]}old{c[000000]}" in orange text\nlike it's important!
CharaSerif_06_M	Anyway... The battles here {c[ffae00]}have a special\nsecret{c[000000]}. And only I know what it is.
CharaSerif_05_M	{s[150]}My victory is assured!{s[100]}
\event\stageBeginM110.msbt
CharaSerif_00_M	This is it. His room is somewhere\naround here.
CharaSerif_01_M	{s[150]}Ah! I found him!{s[100]}
CharaSerif_02_M	{s[150]}Franklin!{s[100]}
CharaSerif_03_M	Hrrrh... He seems to have passed out.
CharaSerif_04_M	Yeah, he's...not looking so good...
CharaSerif_04_F	Yeah, he's...not looking so good...
CharaSerif_05_M	{s[150]}Franklin! It's me!{s[100]}
CharaSerif_05_F	{s[150]}Franklin! It's me!{s[100]}
CharaSerif_06_M	Heads up, Musashi! We've got trouble...\nThe guard is back already!
\event\stageBeginM111.msbt
CharaSerif_00_M	{s[150]}Hahahah! Gotcha!{s[100]}
CharaSerif_01_M	Wh— Kodiak?! You're here too?!
CharaSerif_01_F	Wh— Kodiak?! You're here too?!
CharaSerif_02_M	In the beefy, bulging flesh. And it's all\nyour fault!
CharaSerif_03_M	It should've been me leading this army!\nOnly I'M buff, rough, and tough enough!
CharaSerif_04_M	But no! You had to ruin my dreams like\na torn ligament!
CharaSerif_05_M	Such griping is unseemly of a man who\nbelieves himself worthy to lead.
CharaSerif_06_M	Quiet, you! I've been training hard out here\nin the cold, and I'm stronger than ever!
CharaSerif_07_M	{s[150]}I'll prove it, too! {c[5fd871]}Buff Buffet{c[000000]}!{s[100]}
CharaSerif_08_M	You're the worst! You don't even taste\nany of the sushi you choke down!
CharaSerif_08_F	You're the worst! You don't even taste\nany of the sushi you choke down!
CharaSerif_09_M	Those who fail to properly appreciate sushi\ncan never be victorious in the end!
\event\stageBeginM112.msbt
CharaSerif_00_M	How could this happen?! How could the\nEmpire have lost so much ground?!
CharaSerif_01_M	Move it, or we'll trample you too!
CharaSerif_01_F	Move it, or we'll trample you too!
\event\stageBeginM116.msbt
CharaSerif_00_M	Oh... It's Rio.
CharaSerif_00_F	Oh... It's Rio.
CharaSerif_01_M	What's the good word, nerd!
CharaSerif_02_M	How's the soosh today? Extra tasty?\nLots of sauce?
CharaSerif_03_M	You seem to be everywhere, even in the\nheart of the Empire. Just who are you?
CharaSerif_04_M	Wow. Get right to the point, why don'tch?
CharaSerif_05_M	Hey, I just had a thought! Let's all play\na game together!
CharaSerif_06_M	Let's game it up!
\event\stageBeginM121.msbt
CharaSerif_00_M	This SLF business has gone far enough!
CharaSerif_01_M	Good thing for us it's impossible to break\nthrough my cannon's defenses.
CharaSerif_02_M	Impossible? Says who?
CharaSerif_02_F	Impossible? Says who?
CharaSerif_03_M	Says the number on the wall! You'll have to\nthrow a stack {c[ffcc2f]}at least that tall{c[000000]} to damage it!
CharaSerif_04_M	And good luck with that! Where the rest of\nthe Empire failed...SCIENCE PREVAILS!
\event\stageBeginM126.msbt
CharaSerif_00_M	You've come far, but your little war\nstops with me.
CharaSerif_01_M	Looks like we've run into Tiburon's\npersonal squad.
CharaSerif_01_F	Looks like we've run into Tiburon's\npersonal squad.
CharaSerif_02_M	Correction: Tiburon's ELITE squad! We're\nfar tougher than anyone you've faced!
CharaSerif_03_M	Our {c[5fd871]}Autoshoot Shutdown {c[000000]}will make you\nwish you'd stayed home!
\event\stageBeginM129.msbt
CharaSerif_00_M	So it falls to the Elite Squad to dispose of\nyou. Unbelievable.
CharaSerif_01_M	Were you with my dad back in the\nold days, too?
CharaSerif_01_F	Were you with my dad back in the\nold days, too?
CharaSerif_02_M	Come on, let's not do this! I don't wanna\nbeat up any more of my dad's friends!
CharaSerif_02_F	Come on, let's not do this! I don't wanna\nbeat up any more of my dad's friends!
CharaSerif_03_M	Don't be absurd! Do you think a few words\nis all it takes for me to lose my nerve?!
\event\stageBeginM130.msbt
CharaSerif_00_M	You're here.
CharaSerif_01_M	Dad...
CharaSerif_01_F	Dad...
CharaSerif_02_M	You're brave to stand before me after putting\nan end to the Sushi Stranglehold Scheme.
CharaSerif_03_M	I'm almost proud.
CharaSerif_04_M	I finally get why you did it... Why you went\nthe way you did.
CharaSerif_04_F	I finally get why you did it... Why you went\nthe way you did.
CharaSerif_05_M	But that doesn't mean I like it! Why?!\nWhy did you leave me alone?!
CharaSerif_05_F	But that doesn't mean I like it! Why?!\nWhy did you leave me alone?!
CharaSerif_06_M	A fair question. As a parent, I have failed.\nBut there was never really a choice.
CharaSerif_07_M	Everything I have done, I did for sushi.
CharaSerif_08_M	Of course, that decision had consequences.\nFor me, but especially for you.
CharaSerif_09_M	But I feared the alternative would be worse.\nI didn't want you to be a casualty of my life.
CharaSerif_10_M	{s[150]}What a bunch of hot air!{s[100]}
CharaSerif_10_F	{s[150]}What a bunch of hot air!{s[100]}
CharaSerif_11_M	Do you know what you sound like?! Breaking\nup your family over sushi is WEIRD!
CharaSerif_11_F	Do you know what you sound like?! Breaking\nup your family over sushi is WEIRD!
CharaSerif_12_M	Hmm. You have indeed come far if you think\nyou have lessons about sushi to teach me.
CharaSerif_13_M	Nevertheless, I don't regret my actions.
CharaSerif_14_M	If you disagree, then back your\nconvictions with strength!
CharaSerif_15_M	{s[150]}Ready the Magnetic Shot!{s[100]}
CharaSerif_16_M	This old piece of scrap? I'll break it to bits!
CharaSerif_16_F	This old piece of scrap? I'll break it to bits!
\event\stageBeginM132.msbt
CharaSerif_00_M	The Imperial Guard... I must order you\nto let us through.
CharaSerif_01_M	Dread General Tiburon... It grieves me to\nsee you side with the Republic.
CharaSerif_02_M	I take no side but sushi's. That is as true\nnow as it has ever been.
CharaSerif_03_M	Such ingratitude! And after His Imperial\nHighness saw you as a father!
\event\stageBeginM136.msbt
CharaSerif_00_M	Wassuuuuup!
CharaSerif_02_M	Jubay! My man! Long time no see!
CharaSerif_03_M	Yes. Years, in fact.
CharaSerif_04_M	Did you come all this way to play a game\nwith little old us? You shouldn't have!
CharaSerif_05_M	That's not why we're here! We're in\nkind of a hurry to—
CharaSerif_05_F	That's not why we're here! We're in\nkind of a hurry to—
CharaSerif_06_M	It's all right, Musashi. Let's play his game.
CharaSerif_07_M	{s[150]}What?! WHY?!{s[100]}
CharaSerif_07_F	{s[150]}What?! WHY?!{s[100]}
CharaSerif_08_M	Because...he won't leave if you don't.\nIt's just simpler this way.
CharaSerif_08_F	Because...he won't leave if you don't.\nIt's just simpler this way.
CharaSerif_09_M	You know me too well, ol' buddy ol' pal!
CharaSerif_10_M	Let's ALL play a game!
CharaSerif_11_M	{s[150]}Help!{s[100]}
CharaSerif_11_F	{s[150]}Help!{s[100]}
\event\stageBeginM141.msbt
CharaSerif_00_M	More of them?! There's no end to this!
CharaSerif_00_F	More of them?! There's no end to this!
CharaSerif_01_M	Careful, Musashi. These are the Imperial\nGuard's four most fearsome officers.
CharaSerif_02_M	Jubay, you go ahead to the Emperor.\nSee if you can convince him to surrender.
CharaSerif_03_M	If anyone can sway him, it will be you.
CharaSerif_04_M	Good luck, Dad! I believe in you!
CharaSerif_04_F	Good luck, Dad! I believe in you!
CharaSerif_05_M	Why not? It can't hurt.
CharaSerif_06_M	Now that it's just us... Come at me!
CharaSerif_06_F	Now that it's just us... Come at me!
\event\stageEndArea01Ex004.msbt
CharaSerif_00_M	Are you the one who beat the last guy?\nHi! I'm Sun-o!
CharaSerif_01_M	C'mon! Eat my sushi so we can pledge!
CharaSerif_02_M	Cool! Nice to meet you, Sun-o!
CharaSerif_02_F	Cool! Nice to meet you, Sun-o!
CharaSerif_03_M	You've befriended the sushi sprite Sun-o!\nIts skill is {c[91ff1e]}Plate Jumper{c[000000]}!
\event\stageEndArea02Ex004.msbt
CharaSerif_00_M	What a day... I suppose you'll be wanting\nto pledge with me as well?
CharaSerif_01_M	Yeah! My name's Musashi. I could really\nuse your help!
CharaSerif_01_F	Yeah! My name's Musashi. I could really\nuse your help!
CharaSerif_02_M	Perhaps. Show me your passion for sushi,\nand I'll consider it.
CharaSerif_03_M	You got a {c[5fd871]}Potential Plate{c[000000]}.
\event\stageEndArea03Ex008.msbt
CharaSerif_00_M	Ahahaha! It is I, Mouzo!
CharaSerif_01_M	You have quite a way of eating sushi!\nI can see your love in every bite.
CharaSerif_02_M	Come! Pledge with me forthwith!!
CharaSerif_03_M	All right! I look forward to working\nwith you, Mouzo!
CharaSerif_03_F	All right! I look forward to working\nwith you, Mouzo!
CharaSerif_04_M	You've befriended the sushi sprite {c[5fd871]}Mouzo{c[000000]}!\nIts skill is {c[5fd871]}Super Star{c[000000]}!
\event\stageEndArea04Ex004.msbt
CharaSerif_00_M	Jeepers! So much good sushi striking!
CharaSerif_01_M	I want to pledge to you next! Go on, then,\neat my pledge sushi!
CharaSerif_02_M	Glad to have you on my side, Popokan!
CharaSerif_02_F	Glad to have you on my side, Popokan!
CharaSerif_03_M	You befriended the sushi sprite {c[5fd871]}Popokan{c[000000]}!\nIts skill is {c[5fd871]}Budget Striker{c[000000]}!
\event\stageEndArea04sub010.msbt
CharaSerif_00_M	Musashi!
CharaSerif_01_M	Grrr... Where did they go?! Let me at 'em!
CharaSerif_01_F	Grrr... Where did they go?! Let me at 'em!
CharaSerif_02_M	They're far away by now, I fear. And they\ntook my new gear with them.
CharaSerif_03_M	I'm really sorry! The Empire are the worst!
CharaSerif_03_F	I'm really sorry! The Empire are the worst!
CharaSerif_04_M	I'm sorry as well that you did not get\nwhat you came for.
CharaSerif_05_M	It's not your fault. I should've known they\nwould pull a stunt like this.
CharaSerif_05_F	It's not your fault. I should've known they\nwould pull a stunt like this.
CharaSerif_06_M	Well, whatever! We'll keep an ear out for\nthe stolen gear while we storm the Empire.
CharaSerif_06_F	Well, whatever! We'll keep an ear out for\nthe stolen gear while we storm the Empire.
CharaSerif_07_M	If you are going into the Empire, then you\nmay find this useful.
CharaSerif_08_M	What is that?!
CharaSerif_08_F	What is that?!
CharaSerif_09_M	Oh, not much. Just a highly advanced lane-\ndrive gear I designed in my spare time.
CharaSerif_11_M	You got the {c[91ff1e]}Hyper Gear{c[000000]}!
CharaSerif_10_M	Cooooool! This is just what I need to\nbring those jerks to justice!
CharaSerif_10_F	Cooooool! This is just what I need to\nbring those jerks to justice!
\event\stageEndArea04subEx002.msbt
CharaSerif_00_M	Awww, didja come all this way just to\nmeet me?
CharaSerif_01_M	Sure! Wanna come with me?
CharaSerif_01_F	Sure! Wanna come with me?
CharaSerif_02_M	Hehe, maybe! I wanna see you eat some\nmore before I say yes, though!
CharaSerif_03_M	You got a {c[5fd871]}Potential Plate{c[000000]}.
\event\stageEndArea05Ex004.msbt
CharaSerif_00_M	Greetings. I'm the sushi sprite {c[5fd871]}Golekan{c[000000]}.\nAre you looking to pledge with me?
CharaSerif_01_M	That's right! What do you say?
CharaSerif_01_F	That's right! What do you say?
CharaSerif_02_M	You do seem pretty promising. Let me see\nyou fight a bit more before I decide!
CharaSerif_03_M	You got a {c[5fd871]}Potential Plate{c[000000]}.
\event\stageEndArea06Ex010.msbt
CharaSerif_00_M	Yeouch! What happened?!\nWhat am I...doing here?
CharaSerif_01_M	Well... You said you had some kinda\nenlightenment and holed up here.
CharaSerif_01_F	Well... You said you had some kinda\nenlightenment and holed up here.
CharaSerif_02_M	But it looks like you've snapped out of it\nand are back to normal now, huh?
CharaSerif_02_F	But it looks like you've snapped out of it\nand are back to normal now, huh?
CharaSerif_03_M	Huh... So that's what happened. The last\nthing I remember is that sushi sprite.
CharaSerif_04_M	Oh yeah! Since you helped me out, I'll let\nyou have him. His name's Anubiva.
CharaSerif_05_M	Thank you very much. I am free at last\nfrom that man's control.
CharaSerif_06_M	That bad, huh?
CharaSerif_06_F	That bad, huh?
CharaSerif_07_M	After our pledge, he said he would achieve\nthe pinnacle of sushi and muscles.
CharaSerif_08_M	Yeah. I only knew him for five minutes, and\nit was all he ever talked about.
CharaSerif_08_F	Yeah. I only knew him for five minutes, and\nit was all he ever talked about.
CharaSerif_09_M	No doubt he wanted to improve himself\nto compare to an advanced sushi sprite.
CharaSerif_10_M	To do so, he shackled himself to endless\nsushi and weight training.
CharaSerif_11_M	Knowing this, do you still desire to pledge\nwith me?
CharaSerif_12_M	Of course! I'll do whatever it takes to\nbring sushi to the world!
CharaSerif_12_F	Of course! I'll do whatever it takes to\nbring sushi to the world!
CharaSerif_13_M	Thank you very much. I believe you.\nAnd now—the pledge sushi.
CharaSerif_14_M	Glad to have you on board, Anubiva!
CharaSerif_14_F	Glad to have you on board, Anubiva!
CharaSerif_15_M	You befriended the sushi sprite {c[91ff1e]}Anubiva{c[000000]}!\nIts skill is {c[91ff1e]}HP Swap{c[000000]}!
\event\stageEndArea06sub010.msbt
CharaSerif_00_M	Phew... Now, where is that ultimate gear?
CharaSerif_00_F	Phew... Now, where is that ultimate gear?
CharaSerif_01_M	Mwhahaha... It would be wasted on you.\nThe Empire has a grander vision for it.
CharaSerif_02_M	No "grand vision" of the Empire's could be\ngood! What are you trying to do here?!
CharaSerif_02_F	No "grand vision" of the Empire's could be\ngood! What are you trying to do here?!
CharaSerif_03_M	Mwhahaha... Wouldn't you like to know?\nFarewell...
CharaSerif_04_M	Hey! Hold it! Give back that ultimate gear!
CharaSerif_04_F	Hey! Hold it! Give back that ultimate gear!
CharaSerif_05_M	Argh! He got away! Am I EVER gonna get\nmy hands on that gear?
CharaSerif_05_F	Argh! He got away! Am I EVER gonna get\nmy hands on that gear?
CharaSerif_06_M	Hey, what are these?\nSome kinda documents?
CharaSerif_06_F	Hey, what are these?\nSome kinda documents?
Telop_00_M	You got the {c[91ff1e]}Research Notes{c[000000]}!
CharaSerif_07_M	What in the world?! This is crazy!
CharaSerif_07_F	What in the world?! This is crazy!
CharaSerif_08_M	What's this about an..."Artificial Sushi\nGate Plan"?!
CharaSerif_08_F	What's this about an..."Artificial Sushi\nGate Plan"?!
\event\stageEndArea06subEx002.msbt
CharaSerif_00_M	Hrm... I am {c[91ff1e]}Garu-o{c[000000]}. Do you seek my pledge?
CharaSerif_01_M	Yeah! That's why I'm here!
CharaSerif_01_F	Yeah! That's why I'm here!
CharaSerif_02_M	I see... Prove your passion for sushi and we\ncan discuss it further.
CharaSerif_03_M	You got a {c[5fd871]}Potential Plate{c[000000]}.
\event\stageEndArea07Ex001.msbt
CharaSerif_00_M	Hrrmph! I've never met a man so reckless\nwith my power.
CharaSerif_01_M	Hoo hoo hoo! But never mind him—you\nstrike me as a lad who loves sushi!
CharaSerif_01_F	Hoo hoo hoo! But never mind him—you\nstrike me as a lass who loves sushi!
CharaSerif_02_M	You could say that! In fact, I'm on a mission\nto get everyone to love it as much as me!
CharaSerif_02_F	You could say that! In fact, I'm on a mission\nto get everyone to love it as much as me!
CharaSerif_03_M	Will you eat my pledge sushi with as wide\na smile as I saw in that fight?
CharaSerif_04_M	Got it!
CharaSerif_04_F	Got it!
CharaSerif_05_M	Then, sushi striker, we have ourselves a deal!\nMy name is Chamelva.
CharaSerif_06_M	Nice to meet you, Chamelva!
CharaSerif_06_F	Nice to meet you, Chamelva!
CharaSerif_07_M	You befriended the sushi sprite {c[5fd871]}Chamelva{c[000000]}!\nIts skill is {c[5fd871]}Skill Copy{c[000000]}!
\event\stageEndArea08001.msbt
CharaSerif_00_M	No... The world's future... Our future!
CharaSerif_04_M	You got the {c[91ff1e]}Ultimate Gear{c[000000]}!
CharaSerif_01_M	Hrrrh. An artificial sushi gate is odious,\nbut I hadn't known it was possible.
CharaSerif_02_M	The theory was perfect. There was only\none unforeseen factor.
CharaSerif_03_M	Ah, well. Remember! I was defiant to the last!
\event\stageEndArea08002.msbt
CharaSerif_00_M	Whew... What a fight...
CharaSerif_03_M	Nice one! It's a pleasure seeing you work.
CharaSerif_01_M	The warp links to a different world every day.\nEvery day you can have a new, tough fight!
CharaSerif_02_M	It makes for a heckuva training ground,\nhuh, Musashi?
\event\stageEndM001.msbt
stageEndM001_01_M	Hey! I won!
stageEndM001_01_F	Hey! I won!
stageEndM001_02_M	Hrhrr... You handled yourself well for a\nfirst-time striker.
stageEndM001_03_M	I think somebody dropped this...
stageEndM001_03_F	I think somebody dropped this...
stageEndM001_04_M	Uh-oh. This is the Sushi Sprite Catalog!
stageEndM001_05_M	A catalog? But I thought you weren't a cat.
stageEndM001_05_F	A catalog? But I thought you weren't a cat.
stageEndM001_06_M	No, no. A catalog is a collection of lists.\nIn this case, lists of sushi sprites and sushi.
